TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K1,1701,1812,05:09:30,G
K3,1006,1812,05:27:30,G
K5,1006,1812,05:42:30,G
K7,1019,1812,06:00:00,G
K9,1701,1812,06:09:30,G
K11,1022,1812,06:20:30,G
K13,1906,1812,06:32:30,G
K15,1909,1812,06:43:30,G
K17,1701,1812,06:49:30,G
K19,1909,1812,06:56:30,G
S21,0159,1812,07:02:30,G
K23,1909,1812,07:13:30,G
K25,1916,1812,07:23:30,G
K27,1915,1812,07:34:00,G
K29,1701,1812,07:43:30,G
K31,1916,1812,07:52:30,G
S33,1906,1812,08:01:30,G
K35,1915,1812,08:09:00,G
S37,1909,1812,08:17:30,G
K39,1906,1812,08:25:00,G
K41,1916,1812,08:32:00,G
K43,1915,1812,08:42:00,G
K45,1915,1812,08:51:00,G
K47,1916,1812,08:59:00,G
K49,1915,1812,09:07:00,G
K51,1916,1812,09:16:30,G
K53,1915,1812,09:26:00,G
K55,1915,1812,09:37:00,G
K57,1916,1812,09:46:00,G
K59,1909,1812,09:55:30,G
K61,1915,1812,10:09:00,G
S63,1019,1812,10:21:00,G
K65,1916,1812,10:28:30,G
K67,1909,1812,10:37:30,G
K69,1915,1812,10:47:00,G
K71,1906,1812,10:58:30,G
S73,1019,1812,11:07:00,G
K75,1915,1812,11:16:00,G
K77,1909,1812,11:26:30,G
S79,1906,1812,11:36:30,G
K81,1916,1812,11:49:00,G
K83,1909,1812,11:58:30,G
K85,1916,1812,12:08:00,G
S87,0159,1812,12:16:00,G
K89,1916,1812,12:27:30,G
S91,1909,1812,12:37:30,G
K93,1906,1812,12:47:00,G
K95,1916,1812,12:57:00,G
S97,1909,1812,13:07:30,G
K99,1906,1812,13:17:30,G
K101,1916,1812,13:27:30,G
K103,1906,1812,13:37:30,G
K105,1909,1812,13:47:30,G
K107,1916,1812,13:57:00,G
K109,1906,1812,14:08:30,G
K111,1909,1812,14:17:30,G
K113,1916,1812,14:25:30,G
S115,1906,1812,14:37:30,G
K117,1701,1812,14:47:30,G
K119,1916,1812,14:57:30,G
K121,1906,1812,15:08:30,G
K123,1909,1812,15:17:30,G
K125,1916,1812,15:27:30,G
K127,1906,1812,15:37:30,G
S129,1909,1812,15:47:30,G
K131,1916,1812,15:56:30,G
S133,1019,1812,16:04:00,G
K135,1906,1812,16:08:30,G
S137,1909,1812,16:17:30,G
K139,1916,1812,16:26:30,G
K141,1906,1812,16:37:30,G
K143,1701,1812,16:42:30,G
K145,1909,1812,16:49:00,G
K147,1916,1812,16:57:30,G
K149,1906,1812,17:07:30,G
S151,1909,1812,17:16:30,G
K153,1701,1812,17:22:30,G
K155,1916,1812,17:28:30,G
S157,1906,1812,17:37:30,G
K159,1022,1812,17:47:30,G
K161,1916,1812,17:56:30,G
K163,1906,1812,18:04:30,G
K165,1909,1812,18:13:30,G
K167,1701,1812,18:18:30,G
K169,1022,1812,18:22:30,G
K171,1916,1812,18:30:00,G
K173,1906,1812,18:40:30,G
K175,1909,1812,18:47:30,G
K177,1916,1812,18:55:30,G
K179,1022,1812,19:03:30,G
K181,1916,1812,19:12:00,G
S183,1909,1812,19:20:30,G
K185,1906,1812,19:28:30,G
K187,1916,1812,19:36:00,G
K189,1909,1812,19:46:30,G
K191,1916,1812,19:55:00,G
K193,1906,1812,20:03:30,G
K195,1916,1812,20:12:30,G
S197,1909,1812,20:19:30,G
K199,1916,1812,20:28:30,G
S201,1906,1812,20:35:30,G
K203,1915,1812,20:42:00,G
K205,1906,1812,20:51:30,G
K207,1916,1812,21:00:30,G
K209,1906,1812,21:07:30,G
S211,1909,1812,21:14:30,G
K213,1915,1812,21:22:00,G
K215,1909,1812,21:28:30,G
S217,1022,1812,21:36:30,G
K219,1916,1812,21:44:00,G
S221,1909,1812,21:53:30,G
K223,1906,1812,22:02:30,G
K225,1916,1812,22:12:00,G
K227,1906,1812,22:21:30,G
K229,1915,1812,22:32:00,G
K231,1909,1812,22:41:30,G
K233,1916,1812,22:52:00,G
K235,1909,1812,23:03:30,G
K237,1916,1812,23:16:30,G
K239,1906,1812,23:28:30,G
K241,1916,1812,23:47:30,G
K245,1906,1812,23:57:30,G
