TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K1,1701,1812,05:06:30,G
K3,1006,1812,05:24:30,G
K5,1006,1812,05:39:30,G
K7,1019,1812,05:57:00,G
K9,1701,1812,06:06:30,G
K11,1022,1812,06:17:30,G
K13,1906,1812,06:29:30,G
K15,1909,1812,06:40:30,G
K17,1701,1812,06:46:30,G
K19,1909,1812,06:53:30,G
S21,0159,1812,06:59:30,G
K23,1909,1812,07:10:30,G
K25,1916,1812,07:20:30,G
K27,1915,1812,07:31:00,G
K29,1701,1812,07:40:30,G
K31,1916,1812,07:49:30,G
S33,1906,1812,07:58:30,G
K35,1915,1812,08:06:00,G
S37,1909,1812,08:14:30,G
K39,1906,1812,08:22:00,G
K41,1916,1812,08:29:00,G
K43,1915,1812,08:39:00,G
K45,1915,1812,08:48:00,G
K47,1916,1812,08:56:00,G
K49,1915,1812,09:04:00,G
K51,1916,1812,09:13:30,G
K53,1915,1812,09:23:00,G
K55,1915,1812,09:34:00,G
K57,1916,1812,09:43:00,G
K59,1909,1812,09:52:30,G
K61,1915,1812,10:06:00,G
S63,1019,1812,10:18:00,G
K65,1916,1812,10:25:30,G
K67,1909,1812,10:34:30,G
K69,1915,1812,10:44:00,G
K71,1906,1812,10:55:30,G
S73,1019,1812,11:04:00,G
K75,1915,1812,11:13:00,G
K77,1909,1812,11:23:30,G
S79,1906,1812,11:33:30,G
K81,1916,1812,11:46:00,G
K83,1909,1812,11:55:30,G
K85,1916,1812,12:05:00,G
S87,0159,1812,12:13:00,G
K89,1916,1812,12:24:30,G
S91,1909,1812,12:34:30,G
K93,1906,1812,12:44:00,G
K95,1916,1812,12:54:00,G
S97,1909,1812,13:04:30,G
K99,1906,1812,13:14:30,G
K101,1916,1812,13:24:30,G
K103,1906,1812,13:34:30,G
K105,1909,1812,13:44:30,G
K107,1916,1812,13:54:00,G
K109,1906,1812,14:05:30,G
K111,1909,1812,14:14:30,G
K113,1916,1812,14:22:30,G
S115,1906,1812,14:34:30,G
K117,1701,1812,14:44:30,G
K119,1916,1812,14:54:30,G
K121,1906,1812,15:05:30,G
K123,1909,1812,15:14:30,G
K125,1916,1812,15:24:30,G
K127,1906,1812,15:34:30,G
S129,1909,1812,15:44:30,G
K131,1916,1812,15:53:30,G
S133,1019,1812,16:01:00,G
K135,1906,1812,16:05:30,G
S137,1909,1812,16:14:30,G
K139,1916,1812,16:23:30,G
K141,1906,1812,16:34:30,G
K143,1701,1812,16:39:30,G
K145,1909,1812,16:46:00,G
K147,1916,1812,16:54:30,G
K149,1906,1812,17:04:30,G
S151,1909,1812,17:13:30,G
K153,1701,1812,17:19:30,G
K155,1916,1812,17:25:30,G
S157,1906,1812,17:34:30,G
K159,1022,1812,17:44:30,G
K161,1916,1812,17:53:30,G
K163,1906,1812,18:01:30,G
K165,1909,1812,18:10:30,G
K167,1701,1812,18:15:30,G
K169,1022,1812,18:19:30,G
K171,1916,1812,18:27:00,G
K173,1906,1812,18:37:30,G
K175,1909,1812,18:44:30,G
K177,1916,1812,18:52:30,G
K179,1022,1812,19:00:30,G
K181,1916,1812,19:09:00,G
S183,1909,1812,19:17:30,G
K185,1906,1812,19:25:30,G
K187,1916,1812,19:33:00,G
K189,1909,1812,19:43:30,G
K191,1916,1812,19:52:00,G
K193,1906,1812,20:00:30,G
K195,1916,1812,20:09:30,G
S197,1909,1812,20:16:30,G
K199,1916,1812,20:25:30,G
S201,1906,1812,20:32:30,G
K203,1915,1812,20:39:00,G
K205,1906,1812,20:48:30,G
K207,1916,1812,20:57:30,G
K209,1906,1812,21:04:30,G
S211,1909,1812,21:11:30,G
K213,1915,1812,21:19:00,G
K215,1909,1812,21:25:30,G
S217,1022,1812,21:33:30,G
K219,1916,1812,21:41:00,G
S221,1909,1812,21:50:30,G
K223,1906,1812,21:59:30,G
K225,1916,1812,22:09:00,G
K227,1906,1812,22:18:30,G
K229,1915,1812,22:29:00,G
K231,1909,1812,22:38:30,G
K233,1916,1812,22:49:00,G
K235,1909,1812,23:00:30,G
K237,1916,1812,23:13:30,G
K239,1906,1812,23:25:30,G
K241,1916,1812,23:44:30,G
K245,1906,1812,23:54:30,G
