TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6007,102C,1846,05:34:10,G
K6009,102C,1846,05:54:10,G
K6013,102C,1846,06:16:10,G
K6015,102C,1862,06:27:10,G
K6017,102C,1846,06:37:10,G
K6019,102C,1846,06:52:10,G
K6021,102C,1846,07:07:10,G
K6023,102C,1862,07:19:10,G
K6025,102C,1846,07:30:10,G
K6027,102C,1846,07:40:10,G
K6029,102C,1846,07:51:10,G
K6031,102C,1862,08:04:10,G
K6035,102C,1862,08:16:10,G
K6037,102C,1846,08:27:10,G
K6041,102C,1846,08:41:10,G
K6045,102C,1846,08:55:10,G
K6049,102C,1846,09:09:10,G
K6051,102C,1862,09:23:10,G
K6055,102C,1862,09:35:10,G
K6057,102C,1846,09:43:10,G
K6059,102C,1862,09:51:10,G
K6061,102C,1846,09:58:10,G
K6063,102C,1862,10:05:10,G
K6065,102C,1846,10:12:10,G
K6067,102C,1862,10:19:10,G
K6069,102C,1846,10:27:10,G
K6071,102C,1862,10:34:10,G
K6073,102C,1846,10:41:10,G
K6075,102C,1862,10:48:10,G
K6077,102C,1846,10:55:10,G
K6079,102C,1862,11:02:10,G
K6081,102C,1846,11:09:10,G
K6083,102C,1862,11:16:10,G
K6085,102C,1846,11:23:10,G
K6087,102C,1862,11:30:10,G
K6089,102C,1846,11:37:10,G
K6091,102C,1862,11:44:10,G
K6093,102C,1846,11:51:10,G
K6095,102C,1862,11:58:10,G
K6097,102C,1846,12:05:10,G
K6099,102C,1862,12:12:10,G
K6101,102C,1846,12:19:10,G
K6103,102C,1862,12:26:10,G
K6105,102C,1846,12:33:10,G
K6107,102C,1862,12:40:10,G
K6109,102C,1846,12:47:10,G
K6111,102C,1862,12:54:10,G
K6113,102C,1846,13:01:10,G
K6115,102C,1862,13:08:10,G
K6117,102C,1846,13:15:10,G
K6119,102C,1862,13:22:10,G
K6121,102C,1846,13:29:10,G
K6123,102C,1862,13:36:10,G
K6125,102C,1846,13:43:10,G
K6127,102C,1862,13:50:10,G
K6129,102C,1846,13:57:10,G
K6131,102C,1862,14:04:10,G
K6133,102C,1846,14:11:10,G
K6135,102C,1862,14:18:10,G
K6137,102C,1846,14:25:10,G
K6139,102C,1862,14:32:10,G
K6141,102C,1846,14:39:10,G
K6143,102C,1862,14:46:10,G
K6145,102C,1846,14:53:10,G
K6147,102C,1862,15:00:10,G
K6149,102C,1846,15:07:10,G
K6151,102C,1862,15:14:10,G
K6153,102C,1846,15:21:10,G
K6155,102C,1862,15:28:10,G
K6157,102C,1846,15:35:10,G
K6159,102C,1862,15:42:10,G
K6161,102C,1846,15:49:10,G
K6163,102C,1862,15:56:10,G
K6165,102C,1846,16:03:10,G
K6167,102C,1862,16:10:10,G
K6169,102C,1846,16:17:10,G
K6171,102C,1862,16:24:10,G
K6173,102C,1846,16:31:10,G
K6175,102C,1862,16:38:10,G
K6177,102C,1846,16:45:10,G
K6179,102C,1862,16:52:10,G
K6181,102C,1846,16:59:10,G
K6183,102C,1862,17:06:10,G
K6185,102C,1846,17:13:10,G
K6187,102C,1862,17:20:10,G
K6189,102C,1846,17:27:10,G
K6191,102C,1862,17:34:10,G
K6193,102C,1846,17:41:10,G
K6195,102C,1862,17:48:10,G
K6197,102C,1846,17:55:10,G
K6199,102C,1862,18:02:10,G
K6201,102C,1846,18:09:10,G
K6203,102C,1862,18:16:10,G
K6205,102C,1846,18:23:10,G
K6207,102C,1862,18:30:10,G
K6209,102C,1846,18:37:10,G
K6211,102C,1862,18:44:10,G
K6213,102C,1846,18:51:10,G
K6215,102C,1862,18:58:10,G
K6217,102C,1846,19:05:10,G
K6219,102C,1862,19:12:10,G
K6221,102C,1846,19:20:10,G
K6223,102C,1862,19:27:10,G
K6225,102C,1846,19:35:10,G
K6227,102C,1862,19:43:10,G
K6229,102C,1846,19:51:10,G
K6231,102C,1862,19:59:10,G
K6233,102C,1846,20:07:10,G
K6235,102C,1862,20:15:10,G
K6237,102C,1846,20:23:10,G
K6239,102C,1862,20:31:10,G
K6241,102C,1846,20:39:10,G
K6243,102C,1862,20:49:10,G
K6245,102C,1846,20:59:10,G
K6247,102C,1862,21:09:10,G
K6251,102C,1846,21:19:10,G
K6253,102C,1862,21:30:10,G
K6255,102C,1846,21:43:10,G
K6259,102C,1846,21:59:10,G
K6263,102C,1846,22:17:10,G
K6267,102C,1846,22:34:10,G
K6269,102C,1862,22:51:10,G
K6271,102C,1846,23:07:10,G
K6273,102C,1862,23:19:10,G
K6275,102C,1846,23:34:10,G
K6277,102C,1862,23:47:10,G
K6279,102C,1862,24:00:10,G
