TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
2001,0219,0211,05:44:30,G
2003,0228,0211,06:00:30,G
2005,0234,0211,06:14:30,G
2007,0234,0211,06:20:30,G
2009,0239,0211,06:26:30,G
2011,0234,0211,06:32:30,G
2013,0202,0211,06:37:30,G
2015,0234,0211,06:44:30,G
2017,0211,0211,06:52:30,G
2019,0211,0211,07:00:00,G
2021,0234,0211,07:04:30,G
2023,0211,0211,07:10:30,G
2025,0234,0211,07:16:00,G
2027,0211,0211,07:21:30,G
2029,0211,0211,07:27:00,G
2031,0234,0211,07:32:30,G
2033,0211,0211,07:38:00,G
2035,0211,0211,07:42:30,G
2037,0211,0211,07:49:00,G
2039,0211,0211,07:54:30,G
2041,0211,0211,08:00:00,G
2043,0211,0211,08:05:30,G
2045,0211,0211,08:11:00,G
2047,0211,0211,08:16:30,G
2049,0211,0211,08:22:00,G
2051,0211,0211,08:27:30,G
2053,0211,0211,08:33:00,G
2055,0211,0211,08:38:30,G
2057,0211,0211,08:44:30,G
2059,0211,0211,08:50:00,G
2061,0211,0211,08:55:30,G
2063,0211,0211,09:01:00,G
2065,0211,0211,09:06:30,G
2069,0234,0211,09:12:30,G
2071,0211,0211,09:17:30,G
2073,0211,0211,09:23:00,G
2075,0211,0211,09:28:30,G
2077,0211,0211,09:34:00,G
2079,0211,0211,09:39:30,G
2081,0211,0211,09:45:00,G
2083,0211,0211,09:50:30,G
2085,0211,0211,09:56:00,G
2087,0211,0211,10:01:00,G
2089,0211,0211,10:05:00,G
2091,0234,0211,10:07:30,G
2093,0211,0211,10:12:30,G
2095,0211,0211,10:18:00,G
2097,0211,0211,10:23:30,G
2099,0211,0211,10:29:00,G
2101,0211,0211,10:34:30,G
2103,0211,0211,10:40:00,G
2105,0211,0211,10:46:30,G
2107,0211,0211,10:49:30,G
2109,0234,0211,10:52:30,G
2111,0211,0211,10:56:30,G
2113,0211,0211,11:02:00,G
2115,0211,0211,11:07:30,G
2117,0211,0211,11:13:00,G
2119,0211,0211,11:18:30,G
2121,0211,0211,11:24:00,G
2123,0211,0211,11:29:30,G
2125,0211,0211,11:35:00,G
2127,0211,0211,11:40:30,G
2129,0211,0211,11:46:00,G
2131,0211,0211,11:51:30,G
2133,0211,0211,11:57:00,G
2135,0211,0211,12:02:30,G
2137,0211,0211,12:08:00,G
2139,0211,0211,12:13:30,G
2141,0211,0211,12:19:00,G
2143,0211,0211,12:24:30,G
2145,0211,0211,12:30:00,G
2147,0211,0211,12:35:30,G
2149,0211,0211,12:41:00,G
2151,0211,0211,12:46:30,G
2153,0211,0211,12:52:00,G
2155,0211,0211,12:57:30,G
2157,0211,0211,13:03:00,G
2159,0211,0211,13:08:30,G
2161,0211,0211,13:14:00,G
2163,0211,0211,13:19:30,G
2165,0211,0211,13:25:00,G
2167,0211,0211,13:30:30,G
2169,0211,0211,13:36:00,G
2171,0211,0211,13:41:30,G
2173,0211,0211,13:47:00,G
2175,0211,0211,13:52:30,G
2177,0211,0211,13:58:00,G
2179,0211,0211,14:03:30,G
2181,0211,0211,14:09:00,G
2183,0211,0211,14:14:30,G
2185,0211,0211,14:20:00,G
2187,0211,0211,14:25:30,G
2189,0211,0211,14:31:00,G
2191,0211,0211,14:36:30,G
2193,0211,0211,14:42:00,G
2195,0211,0211,14:46:30,G
2197,0211,0211,14:53:00,G
2199,0211,0211,14:58:30,G
2201,0211,0211,15:04:00,G
2203,0211,0211,15:09:30,G
2205,0211,0211,15:15:00,G
2207,0211,0211,15:20:30,G
2209,0211,0211,15:26:00,G
2211,0211,0211,15:31:30,G
2213,0211,0211,15:37:00,G
2215,0211,0211,15:42:30,G
2217,0211,0211,15:48:00,G
2219,0211,0211,15:53:00,G
2221,0211,0211,15:59:00,G
2223,0211,0211,16:04:30,G
2225,0211,0211,16:10:00,G
2227,0211,0211,16:16:00,G
2229,0211,0211,16:21:30,G
2231,0211,0211,16:26:30,G
2233,0211,0211,16:32:00,G
2235,0211,0211,16:37:30,G
2237,0211,0211,16:43:00,G
2239,0211,0211,16:48:30,G
2241,0211,0211,16:54:00,G
2243,0211,0211,16:59:30,G
2245,0211,0211,17:05:30,G
2247,0211,0211,17:09:30,G
2249,0234,0211,17:12:30,G
2251,0211,0211,17:16:00,G
2255,0234,0211,17:21:30,G
2257,0211,0211,17:27:00,G
2259,0211,0211,17:32:30,G
2263,0211,0211,17:39:00,G
2265,0211,0211,17:44:30,G
2267,0211,0211,17:49:00,G
2269,0211,0211,17:54:00,G
2271,0211,0211,17:59:00,G
2273,0211,0211,18:05:30,G
2275,0211,0211,18:11:00,G
2277,0211,0211,18:16:30,G
2279,0211,0211,18:22:00,G
2281,0211,0211,18:27:30,G
2283,0211,0211,18:33:00,G
2285,0211,0211,18:40:00,G
2287,0211,0211,18:42:30,G
2289,0234,0211,18:45:30,G
2291,0211,0211,18:49:30,G
2293,0211,0211,18:55:00,G
2295,0211,0211,19:00:30,G
2297,0211,0211,19:06:00,G
2299,0211,0211,19:11:30,G
2301,0211,0211,19:17:00,G
2303,0211,0211,19:22:30,G
2307,0211,0211,19:28:30,G
2309,0211,0211,19:33:30,G
2311,0211,0211,19:39:00,G
2313,0211,0211,19:44:30,G
2315,0211,0211,19:50:00,G
2317,0211,0211,19:55:30,G
2319,0211,0211,20:01:00,G
2321,0211,0211,20:06:30,G
2323,0211,0211,20:12:00,G
2325,0211,0211,20:17:30,G
2327,0211,0211,20:23:30,G
2329,0211,0211,20:28:30,G
2331,0211,0211,20:34:00,G
2333,0211,0211,20:39:30,G
2335,0211,0211,20:45:00,G
2337,0211,0211,20:50:30,G
2339,0211,0211,20:56:30,G
2341,0211,0211,21:01:30,G
2343,0211,0211,21:07:00,G
2345,0211,0211,21:12:30,G
2347,0211,0211,21:18:00,G
2349,0211,0211,21:23:30,G
2351,0211,0211,21:29:00,G
2353,0211,0211,21:34:30,G
2355,0211,0211,21:40:30,G
2357,0211,0211,21:45:30,G
2359,0211,0211,21:51:30,G
2361,0211,0211,21:57:00,G
2363,0211,0211,22:02:00,G
2365,0211,0211,22:07:30,G
2367,0211,0211,22:13:00,G
2369,0211,0211,22:18:30,G
2371,0211,0211,22:26:30,G
2375,0211,0211,22:33:30,G
2377,0211,0211,22:39:00,G
2379,0211,0211,22:44:30,G
2381,0211,0211,22:50:30,G
2383,0211,0211,22:56:00,G
2385,0211,0211,23:02:00,G
2387,0211,0211,23:08:00,G
2389,0211,0211,23:15:30,G
2391,0211,0211,23:20:00,G
2395,0211,0211,23:30:00,G
2397,0211,0211,23:38:30,G
2401,0211,0211,23:47:30,G
2403,0211,0211,23:55:00,G
