TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
2022,0211,0211,05:31:30,G
2026,0211,0211,05:41:30,G
2028,0211,0211,05:48:30,G
2030,0211,0211,05:55:30,G
2032,0211,0211,05:59:30,G
2036,0211,0211,06:05:30,G
2038,0211,0211,06:11:30,G
2042,0211,0211,06:18:30,G
2044,0211,0211,06:24:30,G
2046,0211,0211,06:28:30,G
2048,0211,0211,06:31:30,G
2052,0211,0211,06:38:00,G
2054,0211,0211,06:41:30,G
2056,0211,0211,06:45:00,G
2060,0211,0211,06:50:30,G
2062,0211,0211,06:54:30,G
2064,0211,0211,06:57:30,G
2066,0211,0211,07:01:30,G
2068,0211,0211,07:04:30,G
2070,0211,0211,07:08:30,G
2072,0211,0211,07:12:30,G
2074,0211,0211,07:16:30,G
2076,0211,0211,07:19:30,G
2078,0211,0211,07:23:30,G
2080,0211,0211,07:26:30,G
2082,0211,0211,07:30:30,G
2084,0211,0211,07:33:30,G
2086,0211,0211,07:36:30,G
2088,0211,0211,07:40:00,G
2090,0211,0211,07:43:30,G
2092,0211,0211,07:46:30,G
2094,0211,0211,07:49:30,G
2096,0211,0211,07:52:30,G
2098,0211,0211,07:56:30,G
2100,0211,0211,08:00:00,G
2102,0211,0211,08:03:00,G
2104,0211,0211,08:06:00,G
2106,0211,0211,08:09:30,G
2108,0211,0211,08:13:30,G
2110,0211,0211,08:17:00,G
2112,0211,0211,08:20:00,G
2114,0211,0211,08:23:30,G
2116,0211,0211,08:27:30,G
2118,0211,0211,08:30:30,G
2120,0211,0211,08:34:30,G
2122,0211,0211,08:37:30,G
2124,0211,0211,08:41:30,G
2126,0211,0211,08:45:30,G
2128,0211,0211,08:49:30,G
2130,0211,0211,08:52:30,G
2132,0211,0211,08:56:30,G
2134,0211,0211,08:59:30,G
2136,0211,0211,09:03:30,G
2138,0211,0211,09:06:30,G
2140,0211,0211,09:09:30,G
2142,0211,0211,09:13:00,G
2144,0211,0234,09:16:30,G
2146,0211,0211,09:19:30,G
2148,0211,0211,09:22:30,G
2150,0211,0211,09:25:30,G
2152,0211,0234,09:28:00,G
2154,0211,0211,09:31:30,G
2158,0211,0211,09:38:00,G
2160,0211,0234,09:41:30,G
2162,0211,0211,09:45:30,G
2164,0211,0211,09:51:30,G
2166,0211,0234,09:55:30,G
2168,0211,0211,09:58:30,G
2170,0211,0211,10:02:30,G
2172,0211,0211,10:08:30,G
2174,0211,0211,10:12:30,G
2176,0211,0211,10:16:30,G
2178,0211,0234,10:21:30,G
2180,0211,0211,10:26:30,G
2182,0211,0211,10:30:30,G
2184,0211,0211,10:36:30,G
2186,0211,0234,10:40:30,G
2188,0211,0211,10:43:30,G
2190,0211,0211,10:49:30,G
2192,0211,0234,10:52:30,G
