TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6502,1891,1800,05:48:30,G
K6504,1891,1800,06:03:30,G
K6506,1891,1800,06:18:30,G
K6508,1891,1800,06:40:30,G
K6512,1891,1800,06:56:30,G
K6514,1891,1800,07:13:30,G
K6516,1891,1800,07:21:30,G
K6518,1891,1800,07:30:30,G
K6522,1891,1800,07:49:30,G
K6524,1891,1800,08:09:30,G
K6526,1891,1800,08:17:30,G
K6528,1891,1800,08:26:30,G
K6530,1891,1800,08:35:30,G
K6532,1891,1800,08:42:30,G
K6534,1891,1800,08:51:30,G
K6536,1891,1800,08:59:30,G
K6538,1891,1800,09:08:30,G
K6540,1891,1800,09:17:30,G
K6542,1891,1800,09:25:30,G
K6544,1891,1800,09:37:30,G
K6546,1891,1800,09:52:30,G
K6548,1891,1800,10:07:30,G
K6550,1891,1800,10:22:30,G
K6552,1891,1800,10:37:30,G
K6554,1891,1800,10:53:30,G
K6556,1891,1800,11:08:30,G
K6558,1891,1800,11:23:30,G
K6560,1891,1800,11:38:30,G
K6562,1891,1800,11:53:30,G
K6564,1891,1800,12:08:30,G
K6566,1891,1800,12:23:30,G
K6568,1891,1800,12:38:30,G
K6570,1891,1800,12:53:30,G
K6572,1891,1800,13:08:30,G
K6574,1891,1800,13:23:30,G
K6576,1891,1800,13:38:30,G
K6578,1891,1800,13:53:30,G
K6580,1891,1800,14:08:30,G
K6582,1891,1800,14:23:30,G
K6584,1891,1800,14:38:30,G
K6586,1891,1800,14:53:30,G
K6588,1891,1800,15:08:30,G
K6590,1891,1800,15:23:30,G
K6592,1891,1800,15:38:30,G
K6594,1891,1800,15:53:30,G
K6596,1891,1800,16:08:30,G
K6598,1891,1800,16:23:30,G
K6600,1891,1800,16:37:30,G
K6602,1891,1800,16:53:30,G
K6604,1891,1800,17:08:30,G
K6606,1891,1800,17:23:30,G
K6608,1891,1800,17:38:30,G
K6610,1891,1800,17:53:30,G
K6612,1891,1800,18:08:30,G
K6614,1891,1800,18:19:30,G
K6616,1891,1800,18:31:30,G
K6618,1891,1800,18:43:30,G
K6620,1891,1800,18:55:30,G
K6622,1891,1800,19:07:30,G
K6624,1891,1800,19:19:30,G
K6626,1891,1800,19:31:30,G
K6628,1891,1800,19:40:30,G
K6630,1891,1800,19:54:30,G
K6632,1891,1800,20:07:30,G
K6634,1891,1800,20:19:30,G
K6636,1891,1800,20:31:30,G
K6638,1891,1800,20:43:30,G
K6640,1891,1800,20:53:30,G
K6732,1891,1800,21:02:30,G
K6642,1891,1800,21:09:30,G
K6644,1891,1800,21:22:30,G
K6646,1891,1800,21:37:30,G
K6648,1891,1800,21:52:30,G
K6650,1891,1800,22:07:30,G
K6734,1891,1800,22:14:30,G
K6652,1891,1800,22:24:30,G
K6654,1891,1800,22:37:30,G
K6656,1891,1800,22:53:30,G
K6658,1891,1800,23:08:30,G
K6660,1891,1800,23:28:30,G
K6662,1891,1800,23:48:30,G
K6664,1891,1800,24:11:30,G
