TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
7084,2761,2713,09:36:00,G
7002,2719,2711,05:41:00,G
7004,2729,2711,05:59:10,G
7006,2731,2711,06:13:10,G
7008,2737,2711,06:25:20,G
7010,2744,2711,06:37:50,G
7012,2752,2711,06:49:10,G
7014,2752,2711,06:59:10,G
7016,2761,2712,07:07:10,G
7018,2752,2711,07:15:10,G
7020,2761,2712,07:22:10,G
7022,2752,2711,07:29:10,G
7024,2761,2712,07:35:10,G
7026,2761,2711,07:41:10,G
7028,2761,2712,07:47:10,G
7030,2752,2711,07:53:10,G
7032,2761,2712,07:58:10,G
7034,2752,2711,08:03:10,G
7036,2761,2712,08:08:10,G
7038,2761,2711,08:13:10,G
7040,2752,2712,08:18:10,G
7042,2761,2711,08:22:10,G
7044,2761,2712,08:26:10,G
7046,2752,2711,08:30:10,G
7048,2761,2712,08:34:10,G
7050,2761,2711,08:38:10,G
7052,2752,2712,08:42:10,G
7054,2761,2711,08:46:10,G
7056,2761,2712,08:50:10,G
7058,2752,2711,08:54:10,G
7060,2761,2712,08:58:10,G
7062,2761,2711,09:02:10,G
7064,2752,2712,09:06:00,G
7066,2761,2712,09:09:00,G
7068,2761,2712,09:12:00,G
7070,2752,2711,09:15:00,G
7072,2761,2712,09:18:00,G
7074,2761,2712,09:21:00,G
7076,2752,2712,09:24:00,G
7078,2761,2711,09:27:00,G
7080,2761,2712,09:30:00,G
7082,2752,2712,09:33:00,G
7086,2761,2711,09:39:00,G
7088,2752,2712,09:42:00,G
7090,2761,2712,09:45:00,G
7092,2761,2712,09:48:00,G
7094,2752,2711,09:51:00,G
7096,2761,2712,09:54:00,G
7098,2761,2712,09:57:10,G
7100,2752,2712,10:00:10,G
7102,2761,2711,10:04:10,G
7104,2761,2712,10:08:10,G
7106,2752,2712,10:12:10,G
7108,2761,2711,10:16:10,G
7110,2761,2712,10:20:10,G
7112,2752,2712,10:24:10,G
7114,2761,2711,10:28:10,G
7116,2761,2712,10:32:10,G
7118,2752,2712,10:36:10,G
7120,2761,2712,10:40:10,G
7122,2761,2711,10:45:10,G
7124,2761,2712,10:51:10,G
7126,2761,2711,10:57:10,G
7128,2761,2712,11:03:10,G
7130,2761,2712,11:09:10,G
7132,2761,2711,11:15:10,G
7134,2761,2712,11:21:10,G
7136,2752,2712,11:27:10,G
7138,2761,2711,11:33:10,G
7140,2761,2712,11:39:10,G
7142,2761,2712,11:45:10,G
7144,2752,2711,11:51:10,G
7146,2761,2712,11:57:10,G
7148,2752,2712,12:03:10,G
7150,2761,2711,12:09:10,G
7152,2761,2712,12:15:10,G
7154,2752,2711,12:21:10,G
7156,2761,2712,12:27:10,G
7158,2752,2712,12:33:10,G
7160,2761,2711,12:39:10,G
7162,2752,2712,12:45:10,G
7164,2761,2711,12:51:10,G
7166,2752,2712,12:57:10,G
7168,2761,2711,13:03:10,G
7170,2752,2712,13:09:10,G
7172,2761,2712,13:15:10,G
7174,2752,2711,13:21:10,G
7176,2761,2712,13:27:10,G
7178,2752,2712,13:33:10,G
7180,2761,2711,13:39:10,G
7182,2752,2712,13:45:10,G
7184,2761,2712,13:51:10,G
7186,2752,2711,13:57:10,G
7188,2761,2712,14:03:10,G
7190,2752,2712,14:09:10,G
7192,2761,2711,14:15:10,G
7194,2752,2712,14:21:10,G
7196,2761,2712,14:27:10,G
7198,2752,2711,14:33:10,G
7200,2761,2712,14:39:10,G
7202,2752,2712,14:45:10,G
7204,2761,2711,14:51:10,G
7206,2752,2712,14:57:10,G
7208,2761,2712,15:03:10,G
7210,2752,2711,15:09:10,G
7212,2761,2712,15:15:10,G
7214,2752,2712,15:21:10,G
7216,2761,2711,15:27:10,G
7218,2752,2712,15:33:10,G
7220,2761,2712,15:39:10,G
7222,2752,2711,15:45:10,G
7224,2761,2712,15:51:10,G
7226,2752,2712,15:57:10,G
7228,2761,2711,16:03:10,G
7230,2752,2712,16:09:10,G
7232,2761,2712,16:15:10,G
7234,2752,2711,16:21:10,G
7236,2761,2712,16:27:10,G
7238,2752,2712,16:33:10,G
7240,2761,2711,16:39:10,G
7242,2752,2712,16:45:10,G
7244,2761,2712,16:51:10,G
7246,2752,2711,16:57:10,G
7248,2761,2712,17:03:10,G
7250,2752,2711,17:09:10,G
7252,2761,2712,17:15:10,G
7254,2752,2711,17:21:10,G
7256,2761,2712,17:27:10,G
7258,2752,2711,17:33:10,G
7260,2761,2712,17:39:10,G
7262,2752,2712,17:45:10,G
7264,2761,2711,17:51:10,G
7266,2752,2712,17:57:10,G
7268,2761,2711,18:03:10,G
7270,2752,2712,18:09:10,G
7272,2761,2711,18:15:10,G
7274,2752,2712,18:20:10,G
7276,2761,2711,18:25:10,G
