TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K400,1716,1019,05:34:00,G
K402,1716,1019,05:48:00,G
K404,1716,1019,06:01:00,G
S406,1749,1019,06:11:00,G
K600,1728,1019,06:21:30,G
K408,1749,1019,06:29:00,G
K602,1728,0158,06:36:30,G
K410,1749,1019,06:42:00,G
K604,1728,1019,06:49:30,G
K1902,1728,0150,06:52:30,D
K412,1716,1019,06:56:00,G
K606,1408,0158,07:05:00,G
K414,1716,1019,07:11:00,G
K416,1716,1019,07:17:00,G
S418,1749,1019,07:23:00,G
K610,1728,1019,07:30:00,G
K420,1749,1019,07:36:30,G
K1904,1728,0150,07:40:00,D
S422,1749,1019,07:43:30,G
K612,1408,1019,07:51:00,G
K424,1749,0158,07:57:00,G
K426,1716,1019,08:04:00,G
K614,1408,1019,08:11:00,G
K428,1749,1019,08:17:30,G
K616,1728,0158,08:25:00,G
K430,1749,1019,08:32:30,G
K1906,1408,0150,08:40:00,D
K618,1408,0158,08:41:00,G
S432,1749,1019,08:48:30,G
K434,1749,1701,08:53:00,G
K620,1728,0158,08:58:00,G
S436,1749,0159,09:06:00,G
K1908,1408,1003,09:11:30,D
K622,1728,0158,09:14:30,G
K438,1749,1019,09:25:00,G
K440,1749,1019,09:33:00,G
K624,1728,0158,09:44:00,G
S442,1749,0159,09:50:30,G
K1952,1716,1003,09:56:00,D
K628,1408,0158,10:02:30,G
S444,1749,0159,10:12:00,G
K630,1728,0158,10:23:30,G
K446,1749,1019,10:33:00,G
K634,1728,0158,10:44:30,G
K448,1749,1019,10:54:00,G
K1910,1408,1003,11:00:30,D
K636,1728,0158,11:03:00,G
S450,1749,1019,11:13:30,G
K638,1728,0158,11:22:30,G
K1912,1728,1003,11:30:30,D
S452,1749,1019,11:33:00,G
K640,1408,0158,11:39:30,G
K454,1749,1019,11:52:00,G
K642,1728,0158,12:03:30,G
K456,1749,1019,12:12:00,G
K644,1408,0158,12:23:00,G
S458,1749,1019,12:31:30,G
K646,1728,0158,12:42:30,G
S460,1749,1019,12:52:00,G
K648,1408,0158,13:01:00,G
K1914,1728,1003,13:06:00,D
K462,1749,1019,13:12:00,G
K650,1408,0158,13:21:00,G
K464,1749,1019,13:31:30,G
K652,1408,0158,13:42:00,G
K466,1749,1019,13:50:30,G
K1916,1728,1003,13:59:30,D
K654,1408,0158,14:02:30,G
K468,1749,1019,14:12:00,G
K656,1728,0158,14:23:30,G
K470,1749,1019,14:32:00,G
K1954,1716,1003,14:39:30,D
K660,1408,0158,14:43:00,G
K472,1749,1019,14:51:30,G
K662,1728,0158,15:01:00,G
S474,1749,1019,15:10:30,G
K1918,1728,1003,15:18:30,D
K664,1408,0158,15:23:30,G
S476,1749,1019,15:31:00,G
K666,1728,0158,15:42:30,G
K478,1749,1019,15:51:30,G
K1920,1728,1003,16:00:00,D
K668,1408,0158,16:03:00,G
K480,1749,1019,16:12:00,G
K670,1728,0158,16:23:30,G
S482,1749,1019,16:31:30,G
K672,1408,0158,16:43:00,G
S484,1749,0159,16:49:00,G
K674,1728,0158,16:54:30,G
K486,1749,1019,17:04:00,G
K676,1408,0158,17:11:30,G
K488,1749,1019,17:24:30,G
K678,1728,0158,17:32:30,G
K490,1716,1019,17:41:00,G
K680,1728,0158,17:47:30,G
K1922,1728,1003,17:55:00,D
K492,1749,1019,17:56:30,G
K682,1408,0158,18:02:00,G
K494,1749,1019,18:10:30,G
K684,1728,0158,18:19:00,G
K496,1749,1019,18:25:30,G
K1924,1408,1003,18:30:30,D
K686,1728,0158,18:35:00,G
K498,1749,1019,18:43:30,G
K688,1728,0158,18:51:00,G
K500,1716,1019,19:00:00,G
K690,1728,0158,19:06:00,G
S502,1749,1019,19:13:30,G
K692,1408,0158,19:22:00,G
K1926,1728,1003,19:28:30,D
S504,1749,0159,19:33:00,G
K694,1728,0158,19:40:30,G
S506,1749,1019,19:47:30,G
K696,1408,0158,19:56:00,G
K508,1749,1019,20:04:00,G
K698,1728,0158,20:12:00,G
K510,1749,1019,20:20:30,G
K700,1408,0158,20:29:00,G
S512,1749,0159,20:39:00,G
K702,1408,0158,20:49:00,G
K1928,1728,1003,20:55:30,D
K514,1749,1019,20:59:00,G
K704,1408,0158,21:08:00,G
K516,1749,1019,21:17:00,G
K706,1728,0158,21:28:30,G
K708,1408,0158,21:40:00,G
K520,1749,1019,21:48:30,G
K710,1728,0158,21:58:00,G
K522,1749,1701,22:02:30,G
K1930,1408,1003,22:07:30,D
K524,1716,0158,22:10:00,G
K526,1749,1019,22:19:00,G
K714,1728,0158,22:27:30,G
K528,1749,1701,22:32:30,G
K716,1728,0158,22:40:30,G
K718,1408,1019,22:51:00,G
K530,1749,1019,23:05:00,G
K720,1728,1701,23:10:30,G
S532,1749,0158,23:16:00,G
K722,1408,1701,23:28:00,G
S534,1749,0159,23:41:30,G
K726,1408,1701,23:53:00,G
K536,1749,1701,24:02:00,G
K730,1408,1701,24:12:00,G
