TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
2016,0219,0211,05:31:30,G
2022,0211,0211,05:48:00,G
2026,0211,0211,05:58:00,G
2028,0211,0211,06:05:00,G
2030,0211,0211,06:12:00,G
2032,0211,0211,06:16:00,G
2036,0211,0211,06:22:00,G
2038,0211,0211,06:28:00,G
2042,0211,0211,06:35:00,G
2044,0211,0211,06:41:00,G
2046,0211,0211,06:45:00,G
2048,0211,0211,06:48:00,G
2052,0211,0211,06:54:30,G
2054,0211,0211,06:58:00,G
2056,0211,0211,07:01:30,G
2060,0211,0211,07:08:00,G
2062,0211,0211,07:12:00,G
2064,0211,0211,07:15:00,G
2066,0211,0211,07:19:00,G
2068,0211,0211,07:22:00,G
2070,0211,0211,07:26:00,G
2072,0211,0211,07:30:00,G
2074,0211,0211,07:34:00,G
2076,0211,0211,07:37:00,G
2078,0211,0211,07:41:00,G
2080,0211,0211,07:44:00,G
2082,0211,0211,07:48:00,G
2084,0211,0211,07:51:00,G
2086,0211,0211,07:54:00,G
2088,0211,0211,07:57:30,G
2090,0211,0211,08:01:00,G
2092,0211,0211,08:04:00,G
2094,0211,0211,08:07:00,G
2096,0211,0211,08:10:00,G
2098,0211,0211,08:14:00,G
2100,0211,0211,08:17:30,G
2102,0211,0211,08:20:30,G
2104,0211,0211,08:23:30,G
2106,0211,0211,08:27:00,G
2108,0211,0211,08:31:00,G
2110,0211,0211,08:34:30,G
2112,0211,0211,08:37:30,G
2114,0211,0211,08:41:00,G
2116,0211,0211,08:45:00,G
2118,0211,0211,08:48:00,G
2120,0211,0211,08:52:00,G
2122,0211,0211,08:55:00,G
2124,0211,0211,08:59:00,G
2126,0211,0211,09:03:00,G
2128,0211,0211,09:07:00,G
2130,0211,0211,09:10:00,G
2132,0211,0211,09:13:00,G
2134,0211,0211,09:16:30,G
2136,0211,0211,09:20:00,G
2138,0211,0211,09:23:00,G
2140,0211,0211,09:26:00,G
2142,0211,0211,09:29:30,G
2144,0211,0234,09:33:00,G
2146,0211,0211,09:36:00,G
2148,0211,0211,09:39:00,G
2150,0211,0211,09:42:00,G
2152,0211,0234,09:44:30,G
2154,0211,0211,09:48:00,G
2158,0211,0211,09:54:30,G
2160,0211,0234,09:58:00,G
2162,0211,0211,10:02:00,G
2164,0211,0211,10:08:00,G
2166,0211,0234,10:12:00,G
2168,0211,0211,10:15:00,G
2170,0211,0211,10:19:00,G
2172,0211,0211,10:25:00,G
2174,0211,0211,10:29:00,G
2176,0211,0211,10:33:30,G
2178,0211,0234,10:38:00,G
2180,0211,0211,10:43:30,G
2182,0211,0211,10:47:30,G
2184,0211,0211,10:53:30,G
2186,0211,0234,10:57:00,G
2188,0211,0211,11:00:00,G
2190,0211,0211,11:06:00,G
2192,0211,0234,11:09:00,G
2194,0211,0211,11:12:00,G
2196,0211,0211,11:18:00,G
2198,0211,0211,11:25:00,G
2200,0211,0211,11:31:00,G
2202,0211,0211,11:38:00,G
2204,0211,0211,11:44:00,G
2206,0211,0211,11:49:00,G
2208,0211,0211,11:54:00,G
2210,0211,0211,11:59:00,G
2212,0211,0211,12:04:30,G
2216,0211,0211,12:13:30,G
2218,0211,0211,12:19:00,G
2220,0211,0211,12:24:00,G
2222,0211,0211,12:30:00,G
2224,0211,0211,12:36:00,G
2226,0211,0211,12:42:00,G
2228,0211,0211,12:48:00,G
2230,0211,0211,12:54:00,G
2232,0211,0211,13:00:00,G
2234,0211,0211,13:07:00,G
2236,0211,0211,13:12:00,G
