TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K600,1728,0158,05:20:00,G
K602,1728,0158,05:52:00,G
K604,1408,0158,06:12:00,G
K606,1728,0158,06:37:00,G
K608,1408,0158,06:57:00,G
K610,1408,0158,07:23:00,G
K612,1728,0158,07:39:30,G
K614,1408,0158,07:55:00,G
K616,1728,0158,08:13:00,G
K618,1408,0158,08:21:00,G
K1908,1728,1003,08:27:00,D
K620,1408,0158,08:44:00,G
K622,1728,0158,09:02:00,G
K624,1408,0158,09:22:00,G
K626,1728,1716,09:32:00,G
K628,1728,0158,09:41:30,G
K630,1408,0158,09:57:30,G
K632,1728,0158,10:13:00,G
K1910,1408,1003,10:23:30,D
K634,1408,0158,10:38:30,G
K1912,1728,1003,10:53:00,D
K636,1408,0158,11:03:00,G
K638,1728,0158,11:20:30,G
K640,1408,0158,11:36:30,G
K1952,1728,1003,11:44:00,D
K642,1728,0158,12:01:30,G
K644,1408,0158,12:17:00,G
K1914,1728,1003,12:25:00,D
K646,1728,0158,12:42:00,G
K648,1408,0158,13:01:00,G
K1916,1728,1003,13:13:00,D
K650,1728,0158,13:22:00,G
K652,1408,0158,13:42:00,G
K654,1728,0158,14:00:30,G
K656,1408,0158,14:19:00,G
K1918,1728,1003,14:33:00,D
K658,1728,0158,14:43:30,G
K660,1408,0158,15:01:30,G
K662,1728,0158,15:21:30,G
K1920,1408,1003,15:36:30,D
K664,1728,0158,15:43:00,G
K666,1728,0158,15:58:30,G
K668,1408,0158,16:10:00,G
K1954,1728,1003,16:20:30,D
K670,1408,0158,16:31:30,G
K672,1728,0158,16:47:30,G
K674,1408,0158,17:00:30,G
K1922,1728,1003,17:13:30,D
K676,1728,0158,17:19:30,G
K678,1728,0158,17:34:30,G
K680,1408,0158,17:42:00,G
K1924,1728,1003,17:50:00,D
K682,1728,0158,18:05:30,G
K684,1408,0158,18:24:00,G
K686,1728,0158,18:33:30,G
K1926,1728,1003,18:37:30,D
K688,1408,0158,18:55:00,G
K690,1728,0158,19:13:00,G
K692,1408,0158,19:28:00,G
K694,1408,0158,19:46:30,G
K696,1408,0158,20:03:00,G
K1928,1728,1003,20:13:00,D
K698,1408,0158,20:28:00,G
K700,1728,0158,20:47:30,G
K1930,1408,1003,21:00:30,D
K702,1728,0158,21:07:30,G
K704,1408,0158,21:29:30,G
K706,1408,1716,21:49:00,G
K708,1728,1701,22:06:30,G
K710,1408,1701,22:27:00,G
K712,1408,1701,22:57:00,G
K714,1728,1716,23:12:30,G
K718,1728,1716,23:30:30,G
K720,1408,1716,23:52:00,G
