TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K8008,1329,1306,05:34:40,G
K8012,1329,1306,05:57:40,G
K8014,1329,1309,06:26:40,G
K8018,1329,1309,06:50:40,G
K8020,1329,1309,07:15:40,G
K8302,1329,1305,07:35:40,G
K8024,1329,1309,07:50:40,G
K8028,1329,1309,08:13:40,G
K8032,1329,1306,08:50:40,G
K8034,1329,1306,09:03:40,G
K8036,1329,1309,09:29:40,G
K8038,1329,1309,09:49:40,G
K8040,1329,1306,10:01:40,G
K8042,1329,1309,10:31:40,G
K8044,1329,1309,11:03:40,G
K8046,1329,1309,11:26:40,G
K8048,1329,1309,11:54:40,G
K8050,1329,1309,12:15:40,G
K8052,1329,1309,12:35:10,G
K8054,1329,1306,12:51:40,G
K8056,1329,1309,13:24:40,G
K8058,1329,1309,13:51:40,G
K8060,1329,1309,14:13:40,G
K8062,1329,1309,14:43:40,G
K8064,1329,1309,15:03:40,G
K8066,1329,1309,15:30:40,G
K8068,1329,1309,15:59:40,G
K8070,1329,1309,16:20:40,G
K8072,1329,1309,16:45:10,G
K8074,1329,1309,17:00:40,G
K8076,1329,1309,17:23:40,G
K8080,1329,1306,17:51:40,G
K8082,1329,1309,18:04:30,G
K8084,1329,1309,18:27:40,G
K8086,1329,1309,18:51:40,G
K8304,1329,1305,19:23:30,G
K8094,1329,1309,19:50:40,G
K8096,1329,1309,20:18:40,G
K8098,1329,1309,20:40:40,G
K8100,1329,1306,20:56:40,G
K8102,1329,1309,21:14:40,G
K8104,1329,1309,21:42:40,G
K8106,1329,1309,22:01:40,G
K8108,1329,1309,22:20:40,G
K8110,1329,1306,22:33:40,G
K8112,1329,1309,22:57:40,G
K8114,1329,1309,23:18:40,G
K8116,1329,1317,23:38:40,G
K8118,1329,1317,23:58:40,G
